id,internal_name,category,user_visible_name,OEM,platform,ecu_address,ecu_name,protocol,session,read_operation,write_operation,value_type,allowed_values,confidence,status
FEAT_0350_SEAT_HEATER_TEMPERATURE_ADJUSTMENT_STAGE_3,car_setting_seat_heater_temperature_adjustment_stage_3,Seats & Steering Wheel,Seat Heater Temperature Adjustment Stage 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0351_SEATBELT_WARNING_DING_REAR_CENTER,car_setting_seatbelt_warning_ding_rear_center,Dings & Warnings,Seat belt warning ding (rear center passenger),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0352_SEATBELT_WARNING_DING_REAR_LEFT,car_setting_seatbelt_warning_ding_rear_left,Dings & Warnings,Seat belt warning ding (rear left passenger),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0353_SEATBELT_WARNING_DING_REAR_RIGHT,car_setting_seatbelt_warning_ding_rear_right,Dings & Warnings,Seat belt warning ding (rear right passenger),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0354_SHIFT_SUGGESTION_ECONOMY,car_setting_shift_suggestion_economy,Other,Display gear shift suggestions (Economy),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0355_SHOW_BLOWER_SPEED_IN_AUTO,car_setting_show_blower_speed_in_auto,Heater & A/C,Show A/C blower speed when in AUTO,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0356_SIDE_MARKER_BRIGHTNESS,car_setting_side_marker_brightness,Lights: Exterior,Side marker brightness,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0357_SIDE_MARKER_PACE_CAR_LEFT,car_setting_side_marker_pace_car_left,Lights: Exterior,"""Pace-car"" turn signals (left)","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0358_SIDE_MARKER_PACE_CAR_RIGHT,car_setting_side_marker_pace_car_right,Lights: Exterior,"""Pace-car"" turn signals (right)","VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0359_SINGLE_DOOR_LOCK_REMOTE,car_setting_single_door_lock_remote,Locking: Doors & Alarm,Unlock doors via remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0360_SLIDE,car_setting_slide,Other,Slide,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0361_SMART_REMOTE_WITH_IGNITION,car_setting_smart_remote_with_ignition,Other,Enable smart key buttons when ignition is on,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0362_SOUND_ON_LOCK_KEY,car_setting_sound_on_lock_key,Other,Sound On Lock Key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0363_SOUND_ON_LOCK_REMOTE,car_setting_sound_on_lock_remote,Other,Sound On Lock Remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0364_SOUND_ON_LOCK_UNLOCK_ADAPT_ENABLED,car_setting_sound_on_lock_unlock_adapt_enabled,Other,Sound On Lock Unlock Adapt Enabled,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0365_SOUND_ON_UNLOCK_KEY,car_setting_sound_on_unlock_key,Other,Sound On Unlock Key,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0366_SOUND_ON_UNLOCK_REMOTE,car_setting_sound_on_unlock_remote,Other,Sound On Unlock Remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0367_SPEAKER_VOLUME,car_setting_speaker_volume,Other,Speaker volume,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0368_SPEED_DIGITAL_DISPLAY,car_setting_speed_digital_display,Other,Show digital speed in dashboard (BC),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0369_SPEEDOMETER_CALIBRATION,car_setting_speedometer_calibration,Other,Speedometer calibration,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0370_SPORT_DISPLAY_VIRTUAL_INSTRUMENTS,car_setting_sport_display_virtual_instruments,Other,Sport Display Virtual Instruments,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0371_START_DPF,car_setting_start_dpf,Service Tools,Start Dpf,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x01,ENGINE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0372_START_SCREEN,car_setting_start_screen,Other,Start screen logo,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0373_START_SCREEN_INFOTAINMENT,car_setting_start_screen_infotainment,Other,Start screen logo (infotainment),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0374_START_SCREEN_INSTRUMENT_CLUSTER,car_setting_start_screen_instrument_cluster,Instruments: Displays & Nav,Start screen logo (instrument cluster),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0375_START_STOP,car_setting_start_stop,Chassis & Engine,Start Stop,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0376_START_STOP_DISABLE,car_setting_start_stop_disable,Chassis & Engine,Disable auto start/stop system,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0377_START_STOP_DISABLE_METHOD_B,car_setting_start_stop_disable_method_b,Chassis & Engine,Disable auto start/stop system (method B),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0378_START_STOP_DISABLE_METHOD_C,car_setting_start_stop_disable_method_c,Chassis & Engine,Disable auto start/stop system (method C),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0379_START_STOP_INFO,car_setting_start_stop_info,Chassis & Engine,Start Stop Info,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0380_START_STOP_LAST_STATE,car_setting_start_stop_last_state,Chassis & Engine,Auto start/stop: remember last state,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x19,CAN_GATEWAY,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0381_STATIC_SPEED_LIMIT,car_setting_static_speed_limit,Other,Static speed limit,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0382_STEERING_DIRECTION,car_setting_steering_direction,Other,Steering Direction,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x44,STEERING_ASSIST,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0383_STRONG,car_setting_strong,Other,Strong,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0384_SUNROOF_ACTION_VIA_KEY,car_setting_sunroof_action_via_key,Windows & Sunroof,Sunroof action when opening via holding down the driver side key for 1.5 seconds,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0385_SUNROOF_ACTION_VIA_REMOTE,car_setting_sunroof_action_via_remote,Windows & Sunroof,Sunroof action when opening via remote,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0386_SUNROOF_RAIN_CLOSING,car_setting_sunroof_rain_closing,Windows & Sunroof,Auto-close sunroof when rain is detected (must have rain sensor),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0387_SUNROOF_RAIN_CLOSING_IN_MMI,car_setting_sunroof_rain_closing_in_mmi,Windows & Sunroof,Rain closing menu in MMI,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0388_SURROUND_AND_SUBWOOFER_MENU_INFOTAINMENT,car_setting_surround_and_subwoofer_menu_infotainment,Other,Surround And Subwoofer Menu Infotainment,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0389_TAILLIGHT_PATTERN_EU,car_setting_taillight_pattern_eu,Other,Taillight Pattern Eu,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0390_TAILLIGHT_PATTERN_US,car_setting_taillight_pattern_us,Other,Taillight Pattern Us,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0391_TAILLIGHTS_ANIMATION,car_setting_taillights_animation,Other,Taillights Animation,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0392_THEME_INFOTAINMENT,car_setting_theme_infotainment,Other,Theme Infotainment,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0393_THROTTLE_RESPONSE_BEHAVIOR,car_setting_throttle_response_behavior,Chassis & Engine,Throttle response behavior,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x01,ENGINE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier (0x22) / Adaptation Read (0x2A),WriteDataByIdentifier (0x2E) / Adaptation Write (0x2E),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0394_TILT,car_setting_tilt,Other,Tilt,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0395_TORQUE_LIMITER_INTERACTION,car_setting_torque_limiter_interaction,Other,Torque limiter interaction,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0396_TPMS_IN_MMI_STEP_1,car_setting_tpms_in_mmi_step_1,Service Tools,Tpms In Mmi Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0397_TPMS_IN_MMI_STEP_2,car_setting_tpms_in_mmi_step_2,Service Tools,Tpms In Mmi Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0398_TPMS_IN_MMI_STEP_3,car_setting_tpms_in_mmi_step_3,Service Tools,Tpms In Mmi Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0399_TPMS_IN_MMI_STEP_4,car_setting_tpms_in_mmi_step_4,Service Tools,Tpms In Mmi Step 4,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0400_TPMS_IN_MMI_STEP_5,car_setting_tpms_in_mmi_step_5,Service Tools,Tpms In Mmi Step 5,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0401_TPMS_INDIRECT_STEP_2,car_setting_tpms_indirect_step_2,Service Tools,Tpms Indirect Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0402_TPMS_INDIRECT_STEP_3,car_setting_tpms_indirect_step_3,Service Tools,Tpms Indirect Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0403_TPMS_SENSITIVITY,car_setting_tpms_sensitivity,Service Tools,Tpms Sensitivity,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0404_TPMS_SYSTEM,car_setting_tpms_system,Service Tools,TPMS system,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x65,TIRE_PRESSURE,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0405_TRACTION_CONTROL_BTN_ESC_STEP_1,car_setting_traction_control_btn_esc_step_1,Other,Traction Control Btn Esc Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0406_TRACTION_CONTROL_BTN_ESC_STEP_2,car_setting_traction_control_btn_esc_step_2,Other,Traction Control Btn Esc Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0407_TRAFFIC_SIGN_RECOGNITION_STEP_1,car_setting_traffic_sign_recognition_step_1,Driver Assist,Traffic Sign Recognition Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0xA5,FRONT_SENSORS,UDS,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0408_TRAFFIC_SIGN_RECOGNITION_STEP_2,car_setting_traffic_sign_recognition_step_2,Driver Assist,Traffic Sign Recognition Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0xA5,FRONT_SENSORS,UDS,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0409_TRAFFIC_SIGN_RECOGNITION_STEP_3,car_setting_traffic_sign_recognition_step_3,Driver Assist,Traffic Sign Recognition Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0xA5,FRONT_SENSORS,UDS,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
